Age;Sexe;NationaliteCod;Club_Cod;Club_Nom;Dept_Cod;Dept_Nom;Region_Code;Region_Nom;Saison;Categorie;SousCategorie;Discipline
="64";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Club";="";="Route"
="58";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Cadre Technique National";="Route"
="71";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="59";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="45";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="47";="M";="FRA";="4173009";="CHAMBERY CYCLISME FORMATION";="073";="CD SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="Route"
="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Descente"
="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="7";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="41";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="32";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="33";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="8";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="51";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="VTT - Descente"
="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Enduro"
="45";="F";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="17";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="VTT - Cross country"
="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="16";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="12";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="11";="F";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="14";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="11";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="7";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Cross country"
="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="9";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="13";="F";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="16";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="13";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="15";="M";="FRA";="4126275";="VELOXYROC DIEULEFIT";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="12";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="21";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="41";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="10";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="11";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="11";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="41";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Educateur-trice";="VTT - Cross country"
="9";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="20";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Descente"
="45";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="9";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="55";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Cross country"
="18";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="21";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="9";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="15";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="61";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Educateur-trice";="VTT - Cross country"
="43";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Cross country"
="19";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="53";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Assistance Organisation";="Sympathisant";="VTT - Cross country"
="65";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Assistance Organisation";="Sympathisant";="VTT - Cross country"
="19";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="48";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="VTT - Cross country"
="10";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="18";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="43";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="16";="M";="SUI";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="15";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Cyclo-Cross"
="12";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="10";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Cross country"
="15";="F";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="48";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="3";="VTT - Cross country"
="11";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="47";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Cross country"
="46";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Educateur-trice";="VTT - Cross country"
="14";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Cross country"
="12";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Cross country"
="45";="M";="POR";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Descente"
="22";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="16";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Cross country"
="16";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Enduro"
="22";="M";="FRA";="4174283";="R. VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Cross country"
="20";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="13";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="11";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="44";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Trial"
="14";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="21";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="8";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
="19";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Trial"
="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="17";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="VTT - Trial"
="10";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="65";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="VTT - Descente"
="34";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="VTT - Trial"
="14";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="10";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="13";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="65";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Trial"
="9";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="54";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Régional";="";="VTT - Trial"
="11";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="14";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="8";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
="10";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="24";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="14";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="11";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="23";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Descente"
="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="12";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="25";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="13";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="13";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="9";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="VTT - Trial"
="8";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
="25";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="VTT - Trial"
="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="7";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
="13";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="VTT - Trial"
="41";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="VTT - Trial"
="12";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="VTT - Trial"
="42";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre Club";="";="VTT - Trial"
="16";="M";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="VTT - Trial"
="8";="F";="FRA";="4174284";="CRAN GEVRIER VTT";="074";="CD HAUTE-SAVOIE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="VTT - Trial"
